cik,json_transcriptid,companyid,date,qid,question,answer,q_char_len,a_char_len,qa_char_len,q_word_len,a_word_len,qa_word_len
0000015615,1076980,171604,2016-11-04,15,"Great. And just -- and you talked a lot about Rover already as far as timing and start-up. Just more curious, do you have an idea of just how long you'll be on that project, just as far as months or even just a time line as far as just trying to understand how long that'll be on your calendar once it starts up?","I think the customer's expectation is that, that project would be substantially complete in 2017.",312,97,409,64,15,79
0000015615,1143659,171604,2017-02-24,9,"And then coming back to sort of a topic that's been discussed a little bit here. Your revenue guidance is positive, up 7% this year, but your backlog is down a little bit. So book-to-burn is going to be a little bit greater in 2017 than it was maybe in 2016. What kind of visibility do you have on that in the near term? Is the first quarter kind of new award activity level running at a high pace that gives you that level of confidence? Is it FirstNet? Is it something else going on in Communications or in the pipeline segment? So what gives you that confidence that the book-to-burn is going to be in good shape?","So first I'd say we have excellent visibility. I think a lot of -- when you think about our Transmission business, I think we're going to see really nice activity early in the year. I think we're going to see good activity in our PowerGen business, which are 2 smaller markets, but obviously backlog is going to play a big role there. We've got excellent visibility into those 2 markets and what's going to happen. 
I think Communication is all driven by really what happened with the unnamed customer; a little bit, to a lesser extent, what's happening in the security market. A lot is going on in that business. Will it all happen in the first and second quarter? I don't know, but I would absolutely expect backlog to be at higher levels as the year goes on. 
We're very bullish in our ability to grow that business. We're very bullish that today, in some of those businesses, backlog doesn't really reflect how those businesses are performing and the future outlook for those businesses. We've always said that backlog could be choppy based on award dates and just timing, and we feel that way. Obviously, our pipeline business, we executed to what we said we were going to do all year long. And I think you'll see some of the same in some of our other businesses as the quarters roll along here.",616,1300,1916,118,234,352
0000015615,1545702,171604,2017-06-15,1,"Perfect. So I wanted to start just with your communications segment. You've guided to roughly 5-ish revenues this year but have talked about 2018 potentially being a very exciting year. So I've a few questions related to that. So first, we've had a couple of equipment players, namely CommScope, and one of your peers discussed some slowing with AT&T on the wireline side. So I recognize that AT&T wireline is not a huge piece of your business, but I think one of the concerns that I hear is that, given some of the reasons that were cited for the slowdown, AT&T trying to close the Time Warner Cable acquisition and potentially that AT&T is pulling back a bit with -- ahead of FirstNet -- ahead of the FirstNet deployment. So I think the question there is, could this sluggishness with AT&T be somewhat beyond just the wireline business? And so I'd be curious to know your thoughts on that. And so -- and you feel -- still feel comfortable with your guidance given some of the developments out of AT&T?","So first, we have guided to relatively flat on a year-over-year basis. We have a couple of headwinds that we faced coming into 2017. So we've got Google, which was a customer of ours in 2016, which is pretty much softer build. We had AT&T with a security project called Digital Life that they were very active in 2016. They've kind of defocused that a little bit in their business. And we had a small trial project we were doing for Sprint called Direct 2 You, which is a home -- which is a phone delivery service. When you combine those 3 and the impact on '17 versus '16, it's about $150 million. So we are seeing growth in '17, but it's offset by some of the headwinds that we faced coming into the year. We knew that. So we guided the year relatively flat. When we look at our business, and I think we were conservative in doing so, we're not as concerned relative to the AT&T comments that have been made. Obviously, our business related to AT&T is much more driven on the wireless side. We think we're going to see some very early initiatives of FirstNet before the end of the year, which is going to help our business. No question that it's a much bigger driver in '18, but we'll see some activity towards the tail end of 2017. And I think there's something else to that, too. I think, in 2016, AT&T was really beginning their gigabit deployment. I think as they got towards the end of the year, they were behind. They really did a lot in that fourth quarter to kind of -- to hit their year-end numbers. I think, this year, it's been a lot more consistent. They've been a lot more on their numbers. So there might be a slowdown in a particular quarter based on the goals that they need to meet. But I don't think there's -- I don't think there's anything fundamental about the change, and I definitely don't think it's something that we're going to see going into 2018. I think 2018 is going to be a big driver for them on their [ continued ] gigabit spend. And with everything else that's happened in the wireline market and all the different guys that are coming in and building networks and expanding networks, I don't think there's ever been a better time in that business, quite frankly.",1003,2199,3202,180,410,590
0000015615,1557623,171604,2018-09-12,2,"Yes, makes sense. Why don't we dive into some of your segments? Maybe we start with Oil & Gas. After your second quarter announcement, there was lot of chatter around the closeout of expected on Rover Pipeline project. Can you give us an update on what's the status there?","Sure. We've -- during the course of 2018, we talked about the fact that our -- during the first quarter and second quarter, our working capital metrics and our leverage profile was slightly elevated because we had some additional working capital invested in a large oil and gas project, namely Rover, in which we -- the project was delayed and wasn't completed until July of this year. And as a consequence, through a combination of different factors, we have an increased level of working capital invested in the project. During the third quarter -- during the second quarter call, we indicated that we had made significant progress during the quarter. We have reduced the level of outstanding changeovers in that job and that we were very comfortable that we have come to a favorable resolution of that matter during the upcoming quarter, and that we would have a record level of cash flow from operations during the year as our working capital investment normalizes as this moves behind us. And effectively, that's what we've reiterated in the release yesterday, where we talked about the fact that we expected once again to have record level of cash flow from operations. And we're moving forward into 2018 project activity with new projects. So we're very -- we're looking forward to proceeding. And the fact that we've repurchased shares and have announced more authorization of shares, I think, shows the level of confidence that we have relative to the resolution of this matter.",272,1487,1759,49,250,299
0000015615,1813233,171604,2019-08-02,9,"Again, congratulations on a nice quarter. So when I look at your guidance for the year, obviously, really strong second quarter, very strong third quarter guidance and fourth quarter is just a bit below where consensus was. Could you just help us understand if maybe there's -- that's reflective of somewhat of a shift and maybe the work on MVP or how you're thinking about the timing of the ramp-up on Communications? I'm just trying to understand some of the puts and takes as it relates to timing.","Sure. We didn't offer fourth quarter guidance. I know there were some projections out there. It -- I think there are some conservatism built into the fourth quarter relative to both Communications and Oil and Gas. Obviously, we've got the MVP project that we're not sure if that will finish in 2019 or 2020. I think there's a chance that it goes in 2019. And those are kind of the variables that we've got to work with as we work on projections. We've obviously had a very strong first half of the year. From our minds, we haven't really changed second half projections relative to where we originally kind of laid out. So as we perform and we get more visibility into the coming 6 months, then I think it's obviously an opportunity for us to be. And I think the numbers that we put out are relatively conservative numbers that we think we're going to hit. And there's probably upside relative to those numbers based on both of those initiatives that I spoke about.",500,965,1465,88,175,263
0000015615,2000058,171604,2020-05-01,1,"Great. On Communications, appreciate the color on some of the delays in permitting and the COVID disruptions in terms of what that has on near-term growth rates. But just given the carrier plan, the stress on the networks, your general dialogue with those customers, can you talk about how you think the backlog and bookings could trend as we move through the year and start to think about some potential normalcy later this year and into 2021?","Sure. So a couple of things. First, I think that all the long-term thesis in that business hasn't changed one bit. If you think about the early response to COVID, I think most carriers, especially the ones that have wireline networks, have really been focused on making sure that their customers have Internet and high-speed availability to homes, right, and improving that. There's a lot of people that are either watching video over the top. And quite frankly, there's a lot of people that are using their home WiFi networks through their phone. So people get their phones, they connect to their WiFi systems at home, so a lot of the cellular traffic is actually going through WiFi systems today. 
And just anecdotally, what I'm hearing is that the wireless network traffic is actually down because so many people are in their homes using the WiFi network. So it's kind of interesting because that's where really the priority for a lot of the carriers and our customers has been over the course of the last couple of months. That's going to change as people come out and the wireless networks get taxed. And I think that the carriers, in general, are expecting there to be a pretty rapid swing the other way on that, and it's going to be interesting to see how the networks fare. I think overall, to date, the networks have fared extremely well. 
With -- as it relates to COVID, the biggest issues for us have been permitting. And if you think about the types of jobs that we do, they're relatively small. They're -- you're on a work order basis. So even though jobs may be big, they're broken up in little pieces, and each of those pieces requires a number of different permits at any given point in time. We have a significant backlog at any given point in time that we've been working off of. Obviously, we need that permitting pace to continue at a rapid rate. At first, we saw a pretty significant slowdown to that permitting, and there was a lot of concerns and issues around it. It has improved. It's not where it needs to be, but it's a lot better. So we've taken a moderated view. 
As we think of the balance of the year, we don't really know when every municipality is going to open up and when everybody is going to be back working. So I think we've modeled that as best as we can today, and we're expecting that to lag a little bit and for us to have a tail to that. That's going to take at least the next few months and maybe even in the second half of the year. 
We have other cities where we're completely shut down. Some of our biggest fiber build cities, we're actually not working. So some of those cities are out West, cities like San Francisco and Seattle, that are more stringent. We've got some other markets in the New York area where our -- where it's also shut down, right? So we've got a handful of markets where we're not generating any revenue. And again, we've taken that into consideration as we've thought into the year. 
So from our perspective, we do expect Communication revenues to be a little bit lighter than where we had expected coming into the year, and I think it's attributable to that. I'd probably say that the areas where we're shut down are having more of an impact on that than even the permitting. But between the 2 of them, I think we've taken a conservative view as the year plays out.",444,3337,3781,77,611,688
0000015615,2159574,171604,2020-12-07,19,"Great. And shifting gears again, thinking about your cash flow and capital deployment here. Obviously, you've had really strong cash flow this year, somewhat a function of a slower pace in oil and gas. But there is likely to be a structural change in your cash flow improving over the next few years with the growth of more cash-stable businesses. 
As you think about deploying that to M&A, just curious what the cadence of M&A momentum has been this year. It seemed like back in the spring, maybe there were a pickup of opportunities as the market was a bit lower than perhaps moderated. Are things picking up again at this point in terms of momentum on M&A?","Yes. Look, first to your first point, I think we're sitting in a great spot from a cash flow perspective. I think the cash flow profile of our company has really improved. As George says all the time publicly, our most capital-intensive business, which was our oil and gas business, is the business that's getting smaller, right? So as you model out a decreasing oil and gas environment, we're going to -- our cash flow should improve because it's, again, our most capital-intensive business. 
Which gives us a lot of options, right? So it's a nice spot to be in. We've been pretty vocal about M&A as the years progressed. Obviously, we are seeing a lot more targets from an M&A perspective than we've traditionally seen. We've got a number of deals that we really like, a number of conversations that have been ongoing for most of 2020. And we think, we think we'll see -- we've said you can expect us to be more acquisitive over the course of the next few months than we've been. We're hopeful, we'll get some things done here relatively quickly. 
But there's a lot out there with that said, right? I mean, we are value driven. And at the end of the day, I think patience is important in making sure we find the right assets that allow us to accomplish what it is that we want to accomplish. So we're not out there just for the sake of buying companies or the sake of buying revenue. 
Again, there's some things out there that we like, that we think we'll ultimately execute on. And we think it will help us ultimately reach our goals. In the second -- in our third quarter release, we kind of laid out and outlined for how we think we can achieve $10 billion in revenue as a company in a declining oil and gas environment. We talked about doing that organically. We're still of the opinion that we can accomplish that organically. Obviously, any M&A that we would do would only expedite our ability to do that. 
And again, we think there's some interesting opportunities out there that we'll continue to work on. And again, we're in somewhat of an advantageous position with the cash flow we've been able to generate.",659,2120,2779,118,384,502
0000015615,2458447,171604,2021-12-07,16,"Okay. Now, in this segment the bookings have been very good. It sounds like you think the fourth quarter bookings will continue to be good, but the growth has had a little bit of lag to it. What is the reason that the bookings, trying to think how to ask this, but kind of -- while the bookings have been so good, but the growth is lagging or should we just take the concept that the bookings are continuing to come as the positive sign that the -- whatever is holding back the actual revenue conversion, is really just given at some point in the near term. So I guess if they weren't going to convert, you might not actually take in the bookings, but you do continue to have pretty strong bookings. So just trying to reconcile those 2 things there?","Sure, there is -- first there's no question, it's a positive sign, right? We're extremely excited about the bookings that we've had in the last few quarters, the acceleration of those bookings. What our expectations are on a go forward basis. When you get into the reasons why those bookings have been converted to revenue faster, there's lots of reasons, right? The primary reason is, and I think this is a good sign, right? As customers have been awarding work in anticipation of it being ready, because they're worried about resources, right? So once we're getting work awarded, the low dollar things but there is the most important way, which is engineering, permitting and getting the jobs ready to construction, they take a lot of time, right? In an environment where you're having to deal with states, municipalities and waiting on permits, our expectation has always been, there's going to be a pretty significant lag from the time you get a construction project awarded, if it -- unless it's fully ready to go, it takes time to get it there. So that's part of it for sure.
There's also been some constraints on the supply chain, that there's been some things that have lagged from probably earlier expectations of when they would be available, I think those are probably, I think the first is the most important and the biggest issue. I think the second has played a bigger role than what we anticipated. But again, I think both of those are transitory in nature and I think as soon as we start getting order flow and it's consistent, I think you'll definitely see it on the revenues and it will tie to the backlog growth that we've been enjoying. So there is no question in our mind that they relate to each other. We have absolutely no concerns about our backlog ultimately not being executed in the work. So it's just a matter of time.",749,1847,2596,142,326,468
0000016040,408388,172131,2013-01-31,3,"Okay, and could you elaborate on how much the CEC royalty payment was during the quarter, as well as the Milestone payment?","Right, I - I don’t have the Milestone payment here, but I know the royalty payment was approximately $1 million, and we - and the Milestone was $1.5 million, and we - we will be continue to receive quarterly royalty from Michelin, and that royalty will of course be somewhat variable because it will be linked to production.",123,324,447,22,58,80
0000016040,453088,172131,2013-05-01,3,"And with -- natural gas is up at about $4.40, and I believe in the past, you've discussed the switching cost kind of for the coal plants between – that are able to switch between coal and nat gas is around $4. So are you starting to see at all the mercury side of the business, I know volumes are down 7%, but might that kind of bottom out and maybe even turn the other way here soon? Or kind of what are you seeing in the mercury business?","Yes. So there's quite a few moving parts as we get to learn about the business. So just to give you a sense on the volume side in the air and gas mercury removal market, we're approximately 15% down, and some of that has been driven, of course, by the natural gas price favoring electricity generation from that source. But as we've seen natural gas prices increase, there's actually more electricity produced from coal. And however, the -- there's not been the equivalent increase in activated carbon consumption due to some efficiency improvement that we're seeing and that we had to a certain extent built into our models. So efficiency improvements are coming from 2 sources right now. One is the fact that in certain states in the U.S., which have passed the regulation, we're seeing people moving from a percent use of activated carbon to a percent removal of mercury, and they're just getting better at using the product. And the second one is just our customers becoming more effective in the use of their equipment, and that is driving down the consumption of activated carbon to a slightly lower level. So I think what's important is that the long-term assumptions are still valid. We had built in efficiency improvements, and we're seeing those happen. We're pleased to see that natural gas prices are going up. So that will provide some support, and we're clearly seeing strong confirmation that the MATS regulation will be implemented in April of 2015, and we're still, as we mentioned in the speech, seeing that resulting in about a fourfold increase in activated carbon consumption in the years past at -- in 2015 and beyond.",440,1640,2080,89,281,370
0000016040,671342,172131,2014-07-31,26,"And shifting gears to purification, could you speak to the soft demand that you saw on the water side, which I always viewed as a little more stable?","Right. Now what's been going on, on the water side has been -- and as you know, the water business tends to be more seasonal and we're at the -- in the period where the water business is stronger than the rest of the year. We have seen some of that coming through. However, what has happened is that the water business has happened a little later than the normal season, due to some weather effects and impacts. I'm not an expert here, but I've been told that the water sector in general has been slower for the industry and we're only now seeing the pickup of things, and actually, in July, we've seen the business becoming more normalized in that respect.",149,657,806,28,122,150
0000016040,971204,172131,2016-05-03,7,"Great. And on your earnings guidance for the full year, you had mentioned that you expect some volume tailwinds in order to achieve that. If we were to have no volume growth or, I should say, if you don't have any tailwinds at all, do you still think that you can achieve the bottom end of the range?","So the range takes into account the many uncertainties as we move through the year, such as volumes, as you point out, across the regions and segments, as well as feedstock costs, natural gas prices and currencies. As I think about the range, the high end of the range would include stronger volume and as well as feedstock and natural gas prices and currencies remaining relatively close to where we are today. The lower end of the range would take into account the fact that feedstock, natural gas and currency would move in a way that's unfavorable or the volumes might develop a bit more slowly. But based on everything that we know today and we see today, I feel confident that this range is where we should be for the full year.",300,734,1034,58,133,191
0000016040,1069568,172131,2016-11-01,1,Wondering if you could help. You called out Reinforcement Materials sequentially pricing helping out. Wondering if -- I think you have pricing actions in a lot of areas of the world in Europe and China and North America. Could you elaborate on where your -- which areas you're having the most success and remind us -- I think only really spot business was being impacted. What percent of the business was being impacted by those pricing actions?,"Sure. So Kevin, maybe I'll start with Europe. So in Europe, the spot market is -- represents about 15%, 1-5, of our business. And as you called out, we have had pricing actions in the spot market over the last number of months, and I would say that those have gone well and are consistent with our view of how this market is developing as we are in the contracting season here. Demand remains solid, and there have been some supply-side plant closures that have been announced. And so I would say that, that story is developing largely as we have discussed with you on previous calls. In North America it's basically a contract market, and so there's not really much to say there about spot. The largest single spot market that we have is China, and we are pleased to see that we're seeing at least some early signs of market conditions firming up a bit there, which is positive and hope that, that continues as we progress into 2017.",445,934,1379,77,171,248
0000016040,1273233,172131,2017-08-02,4,"All right, great. And then when you think about the 7% to 10% target, I know it's not specifically an annualized year, but if you were to hit that goal in 2018, what type of earnings growth would you need in Reinforcement Materials to get there?","Well, I think in Reinforcement Materials, as you know, a lot depends on how our annual contracts go. And that's something that will certainly play out over the balance of this year. So a little bit difficult to project at this stage. I think normally, a little bit later in the year, we'll be in a position to comment a little bit more on that. But in order to drive our overall company performance in that range, we need contribution from all the businesses. And certainly, Reinforcement and Performance Chemicals being the 2 biggest, those would need to be growing in and around that range in order to make it as a company. So that would certainly be the way we would think about it, Mike.",245,691,936,46,126,172
0000016040,1538641,172131,2018-08-07,6,"Great. And on the fumed silica investments, can you talk about what is the EBITDA margin outlook for that business?","Well, I think at Investor Day, we commented on this, Jim. So I think that's as far as we'll go in terms of specifics. But just to refresh your memory, it is the highest-return product line in the segment and one that we think has great long-term fundamentals to it. The markets that this material goes into, things like silicones, are growing at above GDP, call it, in the sort of 5% range. And when you look at the sort of the barrier to entry and the feedstock dynamics of securing feedstocks in this market, I think it is, I think, a favorable dynamic. And furthermore, the material is a very valuable material that's used in a lot of innovation projects with customers. So when you look at those factors, I think our view on it is that the high quality that we have today will continue.",115,790,905,20,147,167
0000016040,1596991,172131,2018-11-06,15,"Yes, that's very helpful. I appreciate that. And then if I could just follow up quickly on the Fumed Metal Oxide business and the shutdowns, which were, I guess, more extended or more acute in terms of impact than you expected. Are those -- to the effect there, is it your fence-line partners, they shut down their siloxane production and you just didn't have enough fumed silica? Or did they also curtail their production of elastomers? As I understand, a part of the relationship there is feeding back fumed silica as a filler to the elastomer production, and so I'm wondering if there's weakness on their behalf in that business. Or is it really just a function of having enough of your raw material available to service a broader mix of customers?","Yes. So I think 2 big factors here that impact -- impacted the result in the quarter. One is that the turnarounds were a bit longer than expected. And anytime you have a synchronized set of activities, it's not uncommon that you uncover the things on either side of the fence that need to be dealt with. And so the length was a little longer, which drove up costs a bit higher. And then you also have the volume impacts because these customers then consume a certain amount of that silica in their own elastomer compounds, as you mentioned. That's exactly right. There's a volume impact and a cost impact. And while all of these turnarounds were planned, the fact that they were a little longer and the volume impacts of coming back online were a little more pronounced, that was a bit unexpected for us.",751,804,1555,132,146,278
0000016040,1870779,172131,2019-11-05,16,"And Sean, just sequential trends during the September quarter, is there just the normal seasonality? Was there anything different about how demand trended sequentially during the -- as the fiscal fourth quarter progressed?","Yes. No, Chris, not really. I mean, we normally see some seasonality as there are often customer turnarounds and a slowdown across the July-August month, and then September usually ends up being a little stronger. I would say, generally, that profile was intact as we worked through our fiscal Q4. So nothing really to note there.",222,330,552,33,56,89
0000016040,2014135,172131,2020-06-09,2,"Well, very good. That's very clear. And just going back to Reinforcement Materials, you did give a forecast for Q3 volumes to be down roughly 40%. It sounds like we're tracking that still. Is that fair that we're still tracking that down 40% type number in Q3?","Yes. I mean, the first 2 months, again, were down in the 50-ish percent April, more so than May. But June does look stronger than those 2 months so far. Where exactly will end will depend on how June turns out. But I think given where we stand at this point, I would think, probably more like a mid-40s decline probably for the quarter is what we see, again, with sequential improvement, April to May and May to June.",260,417,677,47,79,126
0000016040,2188151,172131,2021-02-02,14,"Okay. And then on the rubber business and reinforcing materials. Obviously, volumes seem to be getting better. It sounds like you expect some sequential improvement in your second quarter. How -- if we kind of forget about 2020, in 2021, how close do you think you can get to 2019 volumes? Do you think you can come within an arm's length of it? Or I'm curious, just trying to think of how you're thinking about the -- what the recovery looks like here in 2021?","Yes. So our best view there, Kevin, would be to take a look at what we see from those that forecast the tire industry. And so if I look at what expectations are in terms of tire production in 2020, it would still be probably 4%, 5% below what the prior peak was. So 2018 and 2019 were pretty flat globally in terms of total tires produced. So let's call that the most recent peak. And if we look at where the forecasters are for 2021, it's, of course, a nice bump off 2020, but still a little bit below to kind of think in that 5% range, something like that. And so that's our best visibility into it right now. Great. Thank you very much, Shannon. Thanks, everyone, for joining our Q1 call today and for your continued support of Cabot. We look forward to speaking with you again next quarter. Have a good day. Stay safe. Thanks.",461,830,1291,85,159,244
0000016040,2371195,172131,2021-08-10,6,I appreciate that. I guess what I was trying to dig into a little bit is just some of the supply issues in September quarter mean that perhaps there's less seasonality for Cabot specifically into the December quarter. Do you have any thoughts around that?,"I wouldn't say that -- while we have a higher level of maintenance turnarounds here, we'd expect to be filling most of that demand from inventory. We would typically build inventory ahead of maintenance turnaround. So no, I don't see anything that you're describing there, any sort of shift of that sort.",255,304,559,45,52,97
0000016040,2647609,172131,2022-09-13,11,"What is Cabot's overall earnings sensitivity to oil and gas prices, including the byproduct energy that you sell using hot exhaust gas? And what's the lag you see between your input costs and pricing?","So I'll take the second one first. The input cost and pricing, we worked to limit the lag between that. So as I said, our formulaic pricing in the Reinforcement Materials side is set to change every month, and that's based on the cost flow-through of our raw material purchases and how they work through the P&L. So there should not be a lag. I think in the past, we used to have quarterly pricing. And so when oil prices and our raw material prices move dramatically, you could have that quarter delay. We've looked to eliminate that in our current mechanisms. 
And then, I'd say, on the areas where we have spot pricing, we have to go to market for those pricing, but we're quite adept, I'd say, in our commercial practices to make sure we understand the cost movements, we understand the impact to our results, and we're proactively changing pricing to do that. I think in many cases, even in this year, we have, in some cases, put surcharges in that link to in the instance of European energy costs that have increased so substantially. We've tried to be transparent with customers to understand the magnitude of the change and what it's driven by.
In other cases, we passed through just regular base price increases that would cover a whole host of cost increases. So I think on that sense, I wouldn't expect there to be a lag in us to realize pricing to cover our costs. In terms of the exposure to energy, so we do have cogeneration facilities at many of our plants. And so this is where we take the tail gas that comes out of our process to make the carbon black and turn it into electricity or steam generation and then we sell that. So we are tied to energy prices in those local economies or with partners that we may have a steam sale arrangement with. I'd say that is quite favorable, and that's reported in our 10-Q, 10-K.
You can see the byproduct sales, which have increased pretty substantially this year related to that. I would say that an area, not P&L-related, but cash flow related is the -- the cash flow is tied also because of the working capital component of the change in energy prices and that has been quite substantial for us over the past 2 years. So we have a rule of thumb about every dollar per barrel change is about $5 million of working capital. So you can see over the past 2 years as oil prices have risen, that the use of working capital has also increased. As oil stabilizes, or the forecast for the next year is backwardation, you should start to see at least a leveling out or release of working capital as those prices stabilize or decline.",200,2584,2784,34,476,510
0000016732,418335,258458,2013-02-15,19,A few points of growth? Was that a 2 or a 3 behind it for Simple Meals? Or is that how I should interpret that?,"Don't have a specific forecast on Simple Meal growth going forward. Okay. Thank you for your very active Q&A session. We'll switch to Denise for her wrap-up. So in conclusion, I'd like to leave you with some key points. We're encouraged with our overall performance this quarter, as we continue to make progress on advancing our 3 growth strategies. Our U.S. Simple Meals business is clearly picking up steam, with positive sales and profit growth in both the quarter and the half. It's still too soon to judge the long-term success of our breakthrough innovations in U.S. Simple Meals, but early results are as we expected. And over time, we believe these products can contribute meaningfully to our growth. In Global Baking and Snacking, we posted solid results. Our Goldfish brand continued its positive momentum, and we drove increased consumption in our sweet snacking business. We also gained shelf space with fresh bakery. And in Asia-Pacific, we grew biscuit sales for both the quarter and the half. We have more work to do to improve the performance of U.S. Beverages and our North America Foodservice business, where we lost a significant customer. Bolthouse Farms had another good quarter, driven by innovation and increased distribution across its 3 categories, and we advanced our efforts to expand our international presence through agreements with Grupo Jumex and Conservas La Costena that will give Campbell expanded access to manufacturing and distribution capabilities in Mexico to grow our business. We're looking forward to a second half of continued investment and profitable sales growth.
Thank you very much for joining us today, and I look forward to seeing many of you at CAGNY next week.
Jennifer, can you please provide the closing comments? Thank you, everybody. We appreciate you joining us for our second quarter earnings call. The replay will be available in a couple of hours. The phone number for that, if you missed any of our call, is (703) 925-2533. If you are a reporter and have questions, please call Carla Burigatto, Director of External Communication at (856) 342-3737. If you're an analyst or investor, call me, Jennifer Driscoll, at (856) 342-6081. That does conclude our conference, and you may now disconnect. Have a great weekend, and see many of you in Florida.",111,2308,2419,25,379,404
0000016732,1239238,258458,2017-05-19,8,"Got it. That's helpful. And then a higher-order question for you, Denise. You mentioned mix shift in terms of the AC&T spend that you've had against the business. I think we look industry-wide, we've seen a pretty similar mix shift. The traditional pull-based spend behind the A&C that rolls through SG&A has been shrinking industry-wide for quite a few years now. More and more has moved into trade. And at the same time, volumes have become pretty challenged, private labels making more inroads. You're now seeing the deflationary impact roll through your P&L and pressure margins as well. And you're not alone on that. But it all begs the question of, is this the right move, the right shift? Or has the industry perhaps gone too far? Should we be pivoting back and putting more back into the traditional pull-based marketing? If you could weigh in with your higher order -- or higher-level thoughts on that, I'd appreciate it.","Yes. I mean, it is a -- it's a great question, and we really have to look at the marketing mix by brand and what the brand's objective is and how they're targeting because under the A, there's also been a lot of movement away from classic TV and print and into digital, which creates a whole different kind of marketing content development and a lot of efficiencies there. And we're still all getting better at how we measure effectiveness. But I also think in the A, with the cost savings programs we've been running, we've been doing lots of deep dives into what's working media and what's not working media and how do we make sure we are moving more of our dollars to work harder for us. So that's the high-level answer on A. Of course, we're watching some of the shift to T, where we've got a very robust revenue management analytics group that supports our marketing and our sales force. They are looking at net price realization because it's not only list price. It's also EDLP. It's also promoted price points. And so those vary by brand, but they're all tucked into the T part of ACT. And then finally, we're also seeing a bit of an uptick in shopper marketing, and that's involved in that T as well. So again, I think it's really hard to give you a one-size-fits-all answer, but this is a hypercompetitive marketplace, and you've got to be agile in terms of how you run the business to make sure that we're remaining competitive. And we're proud of the fact that despite the difficult environment, we have been able to maintain our market share across 75% of our business.",930,1581,2511,159,288,447
0000016732,1551854,258458,2018-08-30,23,"Yes. And Anthony can chime in, but what's the operating margin for that Snyder’s-Lance contribution? It seems mid to high-single digit. And I think you said that you dug deeper into it, you're very happy with the fundamental performance. I think there was even some comments last quarter about price contracts that were unfavorable. I haven't heard anything, any update on that either. So am I doing the math, right? And why should the margin go higher?","Yes. I'll give you the number that -- the margin in this stub period here was about 9% on $770 million-odd worth of sales. And as I said before, there's been some pluses and minuses. We've had to deal with the trade issue on one of the categories, which we mentioned previously. We're dealing with this nut production challenge and a bit higher inflation, particularly, around freight. So we've been able to offset more than we had expected coming into the quarter, and that's been driven by a factor, realization of cost savings than we initially anticipated. As we said, we -- we're at $35 million as we finished the year, so that's the piece that exceeded our expectation. And in fact, it's helped to offset a majority of the other issues that I mentioned.",453,759,1212,77,135,212
0000016732,1825281,258458,2019-08-30,12,And is the unwillingness to kind of frame the cash flow a factor of just too many moving pieces right now? I guess I'm a little confused on the lack of clarity on that.,"Yes. I mean we're still working through it in terms of finalizing our 2020 expectations for cash flow. And so just we need to work through it ourselves, first and foremost.",168,172,340,34,31,65
0000016859,465337,368807,2013-05-15,8,"Okay. Well and then last quite of comment here, It's just I was kind of surprised by the $207 million. I thought it was more than I expected. So I plugged it into my model. And it said that in some quarter this year, you could be hitting $250 million. Is that approximate?","Joe, I think that we can see greater sales than what we're seeing now. I'm just going to leave it at that. It's just that I wish that we have the earnings to go with those sales, and that's what we have to work on as well and growth through with the projects which we're involved in are there.",272,293,565,53,59,112
0000016859,732044,368807,2014-11-14,26,"Okay. So you didn't do 3,000 square feet next to Versace?","Sorry. We've opened up an office at one of our subsidiaries, which is also acting as an executive office space.",57,111,168,11,20,31
0000016859,787273,368807,2015-03-31,13,"Okay. Concerning the cash dividend, I didn't catch the full press release. Did you eliminate the cash dividend?","Yes, George. Our board decided that it's not appropriate at this time to declare a quarterly dividend based on all the other announcements that we made today.",111,158,269,18,27,45
0000016859,787273,368807,2015-03-31,46,When is the next payment due for -- from the company that owns it now?,They pay on a quarterly basis.,70,30,100,15,6,21
0000016859,787273,368807,2015-03-31,51,"Okay. So if you sold the 2 at the accounting value, you'd sell the German real estate for $30 million and you'd get $85 million for the Niton assets, if you sold it at the accounting value?",That's correct.,189,15,204,37,2,39
0000016859,859964,368807,2015-08-14,49,"We've been long-term investors in your company. And for the most part, we think you guys have done a tremendous job over the years. I know we're going through a very difficult period right now, and you guys, just on this conference call and other times that we've been involved with your company. We're very impressed with what you guys are attempting to do. The fact that Peter Kellogg was on the board was certainly reassuring. And I was wondering, the fact that you're taking over a bank, is that any possible reason that he left the board? And I'm also concerned about the fact that you're selling these assets at a time when Peter Kellogg is -- somebody thought he'd be a seller. I think he's a buyer, would be possibly free to buy the stock. So if we sell those assets, then certainly, we'll be able to remain independent of Peter Kellogg because I think he's more of an acquirer than a seller. Could you comment on that?","Well, as I have mentioned before, I mean, Peter Kellogg joined the board in December 2013. We have discussions in the board about our strategies, and he was very supportive of our plan and vision to acquire a bank and grow our margins. So I don't think that this decision had anything to do with his decision to step aside. As I said, he has been very supportive. The only thing he said that it was time for a change and to move forward into other activities. And just to clarify, so the announcement of the rationalizing of our assets was March 31.",927,549,1476,170,103,273
