json_transcriptid,companyid,date,assigned_cik,is_clean1,n_components_total
941544,255743,2016-02-25,0000012208,True,31
945203,250532,2016-03-01,0000005981,True,69
945793,256839,2016-03-02,0000014693,True,81
945980,174765,2016-03-01,0000029644,True,106
951077,274846,2016-03-11,0000018498,True,127
952795,256893,2016-03-15,0000014707,True,90
955082,248256,2016-03-22,0000003116,True,64
969043,248095,2016-04-29,0000002809,True,27
970924,91797,2016-05-03,0000029669,True,50
975065,270315,2016-05-05,0000033619,True,90
979087,267761,2016-05-09,0000030305,True,68
985568,270566,2016-02-05,0000034563,True,32
993008,274846,2016-05-26,0000018498,True,65
994447,173094,2016-04-28,0000021510,True,57
1002777,273981,2016-06-23,0000039368,True,97
1003552,274715,2016-06-29,0000040704,True,53
1010197,174336,2016-07-21,0000026780,True,66
1011641,263465,2016-07-21,0000023795,True,98
1014541,249841,2016-07-27,0000004447,True,99
1016739,171649,2016-07-28,0000014930,True,79
1016843,265386,2016-07-28,0000026324,True,57
1018814,254193,2016-07-29,0000009984,True,110
1020941,261171,2016-08-01,0000020520,True,55
1022528,252257,2016-08-02,0000008411,True,67
1029584,263686,2016-08-04,0000024491,True,66
1038019,273861,2016-08-22,0000038984,True,35
1049581,274715,2016-09-21,0000040704,True,48
1064731,262639,2016-10-27,0000022444,True,59
1069467,265253,2016-11-01,0000026172,True,73
1071128,261171,2016-11-01,0000020520,True,45
1075489,267761,2016-11-03,0000030305,True,83
1098032,255524,2016-12-06,0000033769,True,26
1099782,256839,2016-12-07,0000014693,True,61
1101030,32650,2016-11-17,0000006885,True,42
1105052,168154,2016-12-21,0000001750,True,27
1108358,262961,2016-12-08,0000023197,True,57
1114323,273981,2017-01-19,0000039368,True,99
1123321,269924,2017-02-02,0000033213,True,63
1145816,3023697,2017-02-27,0000007431,True,109
1149593,174765,2017-03-01,0000029644,True,65
1149905,251335,2017-03-01,0000007039,True,68
1151992,250788,2017-03-06,0000006284,True,28
1152019,267761,2017-03-06,0000030305,True,62
1153355,256839,2017-03-07,0000014693,True,61
1155298,34668,2017-03-09,0000034067,True,48
1155445,274846,2017-03-10,0000018498,True,51
1159095,273673,2017-03-16,0000039020,True,56
1166223,268053,2017-03-31,0000030554,True,50
1166223,268053,2017-03-31,0000030554,True,50
1168981,259212,2017-04-07,0000018172,True,6
1171366,247170,2017-03-09,0000003197,True,62
1182018,269924,2017-04-27,0000033213,True,53
1182716,263686,2017-04-27,0000024491,True,40
1187630,174336,2017-05-02,0000026780,True,46
1188783,267555,2017-05-02,0000030625,True,84
1194427,265386,2017-05-04,0000026324,True,71
1194713,266767,2017-05-04,0000028823,True,43
1196329,255743,2017-05-04,0000012208,True,37
1203426,265154,2017-05-08,0000026076,True,56
1209861,273861,2017-05-11,0000038984,True,78
1215830,230458856,2017-05-10,0000010254,True,32
1218313,251411,2017-05-31,0000006281,True,77
1224104,250788,2017-06-06,0000006284,True,32
1248845,176787,2017-07-20,0000040211,True,89
1252777,353020,2017-07-25,0000016868,True,86
1256604,269924,2017-07-27,0000033213,True,68
1257639,171649,2017-07-27,0000014930,True,57
1260990,250532,2017-07-31,0000005981,True,72
1261928,174336,2017-07-31,0000026780,True,57
1264119,261171,2017-08-01,0000020520,True,63
1269454,255743,2017-08-03,0000012208,True,41
1271754,251335,2017-08-03,0000007039,True,157
1277867,266907,2017-08-08,0000029002,True,43
1288893,267761,2017-08-03,0000030305,True,64
1289030,251050,2017-08-23,0000006845,True,37
1289638,256839,2017-08-30,0000014693,True,53
1308003,262961,2017-09-28,0000023197,True,56
1308311,273981,2017-09-28,0000039368,True,78
1309319,252588,2017-10-03,0000008947,True,41
1323546,255132,2017-10-26,0000011199,True,92
1328244,266767,2017-10-31,0000028823,True,87
1328290,265253,2017-10-31,0000026172,True,69
1329886,267761,2017-11-02,0000030305,True,63
1334029,251148,2017-11-06,0000006176,True,36
1336848,251335,2017-11-07,0000007039,True,78
1338274,230458856,2017-11-06,0000010254,True,55
1342642,266907,2017-11-07,0000029002,True,33
1346134,175749,2017-11-10,0000033185,True,104
1359102,256839,2017-12-06,0000014693,True,62
1363301,274715,2017-12-20,0000040704,True,52
1363417,26893,2017-12-21,0000023217,True,45
1371092,884393,2017-01-18,0000016875,True,120
1375342,248356,2018-01-26,0000002969,True,108
1378985,258937,2018-02-01,0000017843,True,52
1379026,255132,2018-02-01,0000011199,True,93
1380650,1462309,2018-02-05,0000004127,True,73
1405668,261171,2018-02-27,0000020520,True,49
1409699,91797,2018-02-28,0000029669,True,63
1412320,250788,2018-03-05,0000006284,True,5
1419494,251148,2018-03-14,0000006176,True,52
1423078,168154,2018-03-20,0000001750,True,63
1423757,26893,2018-03-22,0000023217,True,38
1432661,171649,2018-02-01,0000014930,True,72
1443416,249841,2018-04-25,0000004447,True,101
1443923,248356,2018-04-26,0000002969,True,106
1453401,266937,2018-05-03,0000029332,True,18
1460837,247170,2018-05-10,0000003197,True,23
1463537,172131,2018-05-08,0000016040,True,50
1473067,415118,2018-05-14,0000030831,True,7
1484158,269924,2018-04-26,0000033213,True,42
1487674,256839,2018-06-06,0000014693,True,61
1496440,273981,2018-06-28,0000039368,True,72
1496922,251704,2018-07-02,0000007084,True,78
1496922,251704,2018-07-02,0000007084,True,78
1497431,252588,2018-07-03,0000008947,True,68
1504205,176787,2018-07-19,0000040211,True,88
1516502,248356,2018-07-26,0000002969,True,91
1518427,119033497,2018-07-26,0000036047,True,89
1522248,257888,2018-08-02,0000020629,True,53
1525768,3023697,2018-07-31,0000007431,True,69
1535633,304260,2018-08-03,0000007332,True,67
1548937,345588,2018-08-23,0000004457,True,34
1551854,258458,2018-08-30,0000016732,True,81
1556635,270566,2018-09-11,0000034563,True,38
1563121,273981,2018-09-27,0000039368,True,56
1563384,251050,2018-09-18,0000006845,True,51
1567989,252588,2018-10-09,0000008947,True,33
1584364,174336,2018-10-29,0000026780,True,49
1586217,171649,2018-10-25,0000014930,True,86
1592045,248450,2018-11-05,0000003453,True,45
1602099,175181,2018-11-06,0000031107,True,22
1603089,91797,2018-10-31,0000029669,True,53
1607779,1462309,2018-11-08,0000004127,True,67
1611467,267555,2018-11-08,0000030625,True,83
1612351,266937,2018-11-08,0000029332,True,7
1617207,173094,2018-11-06,0000021510,True,65
1621101,251335,2018-11-01,0000007039,True,89
1626987,274846,2018-12-06,0000018498,True,49
1641437,248356,2019-01-25,0000002969,True,104
1643707,252978,2019-01-30,0000008818,True,68
1643745,249841,2019-01-30,0000004447,True,93
1658255,266907,2019-02-13,0000029002,True,52
1659598,174336,2019-02-15,0000026780,True,70
1662489,263686,2019-02-19,0000024491,True,50
1678384,255743,2019-02-28,0000012208,True,67
1683210,174765,2019-03-06,0000029644,True,65
1684079,256839,2019-03-06,0000014693,True,65
1689507,230458856,2019-03-13,0000010254,True,75
1691678,251995,2019-03-14,0000008146,True,45
1692152,274846,2019-03-14,0000018498,True,38
1692272,175181,2019-03-19,0000031107,True,9
1692827,274715,2019-03-20,0000040704,True,54
1710103,247170,2019-03-07,0000003197,True,64
1714350,3023697,2019-04-29,0000007431,True,86
1716018,263686,2019-04-29,0000024491,True,52
1716404,34668,2019-04-25,0000034067,True,75
1718698,173840,2019-04-30,0000024741,True,40
1721316,265154,2019-05-02,0000026076,True,35
1729100,174336,2019-05-02,0000026780,True,30
1757788,258458,2019-06-05,0000016732,True,46
1761619,258133,2019-06-04,0000019446,True,36
1769150,274715,2019-06-26,0000040704,True,67
1780431,318159,2019-07-24,,False,24
1781808,254193,2019-07-26,0000009984,True,75
1788566,34668,2019-07-25,0000034067,True,79
1801070,267761,2019-08-05,0000030305,True,42
1801680,247170,2019-08-06,0000003197,True,35
1805743,1462309,2019-08-07,0000004127,True,55
1808984,251411,2019-05-22,0000006281,True,56
1814267,345588,2019-08-08,0000004457,True,65
1823837,248356,2019-09-10,0000002969,True,23
1827316,274715,2019-09-18,0000040704,True,77
1832746,248450,2019-08-07,0000003453,True,35
1839988,252978,2019-10-23,0000008818,True,71
1842690,884393,2019-10-23,0000016875,True,91
1851132,374377,2019-11-01,0000003570,True,81
1851207,91797,2019-10-30,0000029669,True,38
1864277,248356,2019-11-07,0000002969,True,96
1868599,269924,2019-10-31,0000033213,True,79
1876436,265154,2019-11-20,0000026076,True,73
1880453,265087,2019-11-13,0000025895,True,32
1887513,171649,2019-10-24,0000014930,True,78
1902035,265253,2020-02-04,0000026172,True,49
1913752,172131,2020-02-04,0000016040,True,62
1927316,265253,2020-02-19,0000026172,True,30
1933575,258458,2019-12-04,0000016732,True,44
1936085,258458,2020-03-04,0000016732,True,40
1939781,274715,2020-03-18,0000040704,True,58
1944986,251258,2020-03-19,0000006955,True,74
1945099,262961,2020-03-04,0000023197,True,38
1948761,26893,2019-06-27,0000023217,True,52
1949664,273981,2020-03-26,0000039368,True,77
1995366,1462309,2020-05-04,0000004127,True,60
1998657,269924,2020-05-07,0000033213,True,57
2000058,171604,2020-05-01,0000015615,True,53
2003895,249841,2020-05-07,0000004447,True,68
2004159,251050,2020-04-02,0000006845,True,69
2004872,26893,2020-03-31,0000023217,True,45
2008445,175749,2016-10-27,0000033185,True,120
2013185,263171,2020-04-21,0000023111,True,21
2013304,884393,2020-04-21,0000016875,True,68
2015307,254193,2020-04-24,0000009984,True,69
2017294,265253,2020-04-28,0000026172,True,58
2018358,273056,2020-04-29,0000037472,True,88
2018627,252588,2020-04-29,0000008947,True,73
2024352,267555,2020-05-08,0000030625,True,56
2024865,251995,2020-06-11,0000008146,True,17
2026591,267555,2020-05-15,0000030625,True,32
2030575,256893,2020-06-04,0000014707,True,66
2031781,256839,2020-06-09,0000014693,True,56
2031961,251258,2020-06-25,0000006955,True,62
2071124,248095,2020-07-30,0000002809,True,50
2075032,253018,2019-08-08,0000008858,True,50
2077618,268363,2020-07-28,0000031791,True,63
2085591,174901,2020-07-22,0000029905,True,98
2085758,251704,2020-07-30,0000007084,True,63
2085909,119033497,2020-07-23,0000036047,True,41
2087888,250532,2020-08-06,0000005981,True,35
2088609,256839,2020-09-02,0000014693,True,61
2088707,173840,2020-07-28,0000024741,True,56
2088794,252978,2020-07-27,0000008818,True,66
2091501,171649,2020-07-30,0000014930,True,55
2097541,345588,2020-08-06,0000004457,True,71
2107749,258458,2020-09-03,0000016732,True,38
2107804,174765,2020-09-03,0000029644,True,64
2107822,23557,2020-08-05,0000030697,True,91
2108180,172131,2020-05-12,0000016040,True,72
2108913,251704,2020-09-08,0000007084,True,25
2109221,253018,2020-06-08,0000008858,True,33
2117497,251411,2020-08-19,0000006281,True,37
2126387,1462309,2020-11-02,0000004127,True,54
2136710,274715,2020-09-22,0000040704,True,5
2138836,248356,2020-11-11,0000002969,True,80
2141364,262961,2020-09-29,0000023197,True,35
2154555,251704,2020-10-30,0000007084,True,48
2164527,251258,2020-12-21,0000006955,True,60
2166575,266767,2020-10-28,0000028823,True,51
2168342,171649,2020-10-29,0000014930,True,51
2184801,1462309,2021-01-28,0000004127,True,61
2187281,258133,2021-01-12,0000019446,True,72
2187281,258133,2021-01-12,0000019446,True,72
2191987,345588,2021-02-04,0000004457,True,24
2192402,248356,2021-02-04,0000002969,True,77
2200492,265253,2020-12-02,0000026172,True,25
2221986,374377,2021-02-24,0000003570,True,63
2227632,26893,2021-01-07,0000023217,True,50
2230490,266937,2021-03-04,0000029332,True,18
2231858,253018,2021-01-05,0000008858,True,53
2235611,230458856,2021-03-11,0000010254,True,67
2237277,253076,2021-03-15,0000009326,True,12
2246735,253018,2021-02-11,0000008858,True,37
2248674,26893,2021-04-08,0000023217,True,54
2259507,273056,2021-04-27,0000037472,True,74
2261178,251704,2021-04-27,0000007084,True,63
2261200,252978,2021-04-28,0000008818,True,67
2262740,253018,2021-04-28,0000008858,True,61
2276944,230458856,2021-05-06,0000010254,True,52
2278502,248356,2021-05-10,0000002969,True,92
2278504,91797,2021-02-24,0000029669,True,32
2278669,266767,2021-05-10,0000028823,True,50
2285456,248450,2021-02-23,0000003453,True,34
2291260,268454,2021-05-18,0000031667,True,70
2314538,256839,2021-06-09,0000014693,True,55
2314715,251704,2021-06-09,0000007084,True,24
2316137,248356,2021-06-10,0000002969,True,70
2348200,174765,2021-06-02,0000029644,True,50
2348203,174901,2021-07-20,0000029905,True,63
2350092,34668,2021-07-22,0000034067,True,38
2350945,268363,2021-07-26,0000031791,True,81
2355703,1462309,2021-07-29,0000004127,True,61
2357523,263171,2021-07-29,0000023111,True,33
2361265,247170,2021-08-03,0000003197,True,49
2362636,91797,2021-08-04,0000029669,True,16
2367543,171604,2021-08-06,0000015615,True,52
2369788,248356,2021-08-09,0000002969,True,71
2390364,258458,2021-09-01,0000016732,True,43
2394694,270566,2021-09-09,0000034563,True,16
2400923,168154,2021-09-23,0000001750,True,25
2403057,251258,2021-09-29,0000006955,True,47
2412788,174336,2021-10-26,0000026780,True,69
2412861,251704,2021-10-26,0000007084,True,69
2416399,171649,2021-10-28,0000014930,True,62
2416722,255743,2021-10-28,0000012208,True,49
2425425,345588,2021-11-04,0000004457,True,30
2428549,270566,2021-11-04,0000034563,True,17
2435461,175181,2021-11-11,0000031107,True,12
2456281,248533,2021-12-07,0000003545,True,26
2457632,256839,2021-12-08,0000014693,True,53
2459402,262961,2021-12-09,0000023197,True,40
2468205,26893,2022-01-06,0000023217,True,51
2468458,268454,2022-01-06,0000031667,True,34
2477660,173840,2022-01-26,0000024741,True,55
2485562,248356,2022-02-04,0000002969,True,89
2489187,1462309,2022-02-03,0000004127,True,59
2491330,255743,2022-02-10,0000012208,True,50
2493984,266767,2022-02-10,0000028823,True,35
2506137,267555,2022-02-24,0000030625,True,64
2519399,252588,2022-03-08,0000008947,True,53
2519399,252588,2022-03-08,0000008947,True,53
2522522,266937,2022-03-10,0000029332,True,7
2522662,274846,2022-03-10,0000018498,True,29
2531675,273673,2022-03-10,0000039020,True,80
2541060,174901,2022-04-21,0000029905,True,79
2543530,251704,2022-04-26,0000007084,True,59
2547129,269924,2022-04-28,0000033213,True,73
2549788,174336,2022-04-27,0000026780,True,77
2551673,1462309,2022-05-03,0000004127,True,50
2554506,266430,2022-05-05,0000027996,True,33
2557703,261171,2022-05-06,0000020520,True,37
2560660,175181,2022-05-10,0000031107,True,26
2562166,247170,2022-05-10,0000003197,True,53
2563025,23557,2022-05-11,0000030697,True,68
2572988,251411,2022-05-18,0000006281,True,49
2579865,345588,2022-05-26,0000004457,True,75
2582925,174765,2022-06-01,0000029644,True,32
2592713,273981,2022-06-23,0000039368,True,73
2599461,26893,2022-07-14,0000023217,True,62
2604282,251704,2022-07-26,0000007084,True,59
2607423,171649,2022-07-28,0000014930,True,62
2607608,267555,2022-07-28,0000030625,True,53
2612347,248450,2022-08-01,0000003453,True,41
2614372,174336,2022-08-03,0000026780,True,54
2617107,1462309,2022-08-04,0000004127,True,63
2621567,304260,2022-08-05,0000007332,True,74
2623691,172131,2022-08-09,0000016040,True,47
2626913,253018,2022-08-10,0000008858,True,59
2633676,251411,2022-08-17,0000006281,True,45
2651448,23557,2022-08-10,0000030697,True,72
2659920,174901,2022-10-20,0000029905,True,76
2665901,269924,2022-10-27,0000033213,True,71
2666093,174336,2022-10-27,0000026780,True,20
2674144,266430,2022-11-03,0000027996,True,41
2674742,1462309,2022-11-03,0000004127,True,64
2679402,247170,2022-11-07,0000003197,True,42
2679592,267761,2022-11-07,0000030305,True,41
2705962,256839,2022-12-07,0000014693,True,45
2712216,274653,2022-12-21,0000040570,True,6
2713379,266767,2022-11-08,0000028823,True,54
2715480,273673,2022-12-20,0000039020,True,92
2715485,260583,2022-06-09,0000019584,True,18
3022045,265253,2019-10-29,0000026172,True,67
3081365,253018,2021-01-27,0000008858,True,66
3410783,353020,2022-07-26,0000016868,True,91
3499958,251704,2020-04-30,0000007084,True,57
405263,171649,2013-01-24,0000014930,True,77
408079,1462309,2013-01-30,0000004127,True,101
408392,255132,2013-01-31,0000011199,True,89
410596,254131,2013-01-31,0000009892,True,138
415070,262937,2013-02-12,0000023194,True,57
420718,43182327,2013-02-21,0000036047,True,63
421734,174336,2013-02-21,0000026780,True,75
421752,89450,2013-02-21,0000021076,True,36
421775,264863,2013-02-20,0000025793,True,48
423850,91797,2013-02-26,0000029669,True,46
424977,28606,2013-02-27,0000037785,True,36
431389,250788,2013-03-11,0000006284,True,51
444540,247812,2013-04-19,0000002098,True,64
448322,1462309,2013-04-25,0000004127,True,92
451992,262937,2013-04-30,0000023194,True,153
454428,262125,2013-05-01,0000021535,True,26
456584,252033,2013-05-06,0000008063,True,64
457878,514044,2013-05-07,0000012978,True,51
458295,267761,2013-05-06,0000030305,True,75
462117,255743,2013-05-07,0000012208,True,75
463759,263686,2013-05-09,0000024491,True,53
471613,28606,2013-05-21,0000037785,True,20
472737,274715,2013-05-30,0000040704,True,37
474511,267555,2013-06-05,0000030625,True,55
477884,274715,2013-06-12,0000040704,True,28
483633,252551,2013-05-09,0000039677,True,24
485352,1462309,2013-07-18,0000004127,True,100
485800,247812,2013-07-19,0000002098,True,70
486785,254131,2013-07-23,0000009892,True,86
490426,174336,2013-07-25,0000026780,True,69
491849,91797,2013-07-30,0000029669,True,65
492501,173094,2013-07-30,0000021510,True,101
497535,250532,2013-08-05,0000005981,True,87
500146,261171,2013-08-07,0000020520,True,56
501192,91823,2013-08-08,0000023666,True,66
511210,250710,2013-08-05,0000005768,True,76
516846,273673,2013-09-12,0000039020,True,53
524870,258010,2013-10-03,0000026058,True,49
524870,258010,2013-10-03,0000026058,True,49
527138,249841,2013-10-10,0000004447,True,3
527138,249841,2013-10-10,0000004447,True,3
531068,254131,2013-10-22,0000009892,True,121
534561,267555,2013-10-25,0000030625,True,59
535925,174336,2013-10-29,0000026780,True,79
536481,258937,2013-10-29,0000017843,True,81
536482,28791,2013-10-29,0000039648,True,56
536494,265253,2013-10-29,0000026172,True,76
538553,91823,2013-10-31,0000023666,True,50
540284,266937,2013-10-30,0000029332,True,79
540644,34668,2013-10-30,0000034067,True,67
545295,345588,2013-11-07,0000004457,True,71
549065,252257,2013-11-08,0000008411,True,40
550159,260583,2013-11-12,0000019584,True,6
558935,259212,2013-10-29,0000018172,True,63
559855,256839,2013-12-04,0000014693,True,70
560168,267555,2013-12-05,0000030625,True,30
560467,274846,2013-12-06,0000018498,True,101
560828,250788,2013-12-09,0000006284,True,41
562749,268053,2013-12-10,0000030554,True,20
564228,250532,2013-12-20,0000005981,True,90
569630,273276,2014-01-21,0000038074,True,68
571437,176787,2014-01-23,0000040211,True,88
574161,91823,2014-01-30,0000023666,True,49
574856,254131,2014-01-30,0000009892,True,128
575225,263686,2014-01-31,0000024491,True,8
583286,266907,2014-02-11,0000029002,True,99
584869,43182327,2014-02-13,0000036047,True,50
584901,267761,2014-02-13,0000030305,True,45
585424,248095,2014-02-13,0000002809,True,69
586954,267799,2014-02-19,0000030828,True,33
587396,267555,2014-02-19,0000030625,True,76
588245,174336,2014-02-20,0000026780,True,82
590062,3023697,2014-02-24,0000007431,True,65
594087,255743,2014-02-27,0000012208,True,48
595475,304260,2014-02-28,0000007332,True,91
598299,247170,2014-03-06,0000003197,True,51
603506,252551,2014-03-14,0000039677,True,74
610125,270820,2014-04-10,0000034408,True,72
613319,1462309,2014-04-22,0000004127,True,91
615257,176787,2014-04-24,0000040211,True,80
615569,171649,2014-04-24,0000014930,True,71
617557,174336,2014-04-25,0000026780,True,91
618925,265253,2014-04-29,0000026172,True,75
619027,273276,2014-04-29,0000038074,True,72
620730,173094,2014-04-30,0000021510,True,51
627383,252033,2014-05-07,0000008063,True,35
629434,247170,2014-05-08,0000003197,True,75
635385,171604,2014-05-14,0000015615,True,10
636104,368807,2014-05-15,0000016859,True,34
641481,260583,2014-05-20,0000019584,True,7
645261,274846,2014-05-30,0000018498,True,74
662924,267555,2014-07-24,0000030625,True,68
663501,171649,2014-07-24,0000014930,True,69
665331,270820,2014-07-28,0000034408,True,79
665331,270820,2014-07-28,0000034408,True,79
670951,310240,2014-08-01,0000002491,True,65
670951,310240,2014-08-01,0000002491,True,65
673367,250532,2014-07-31,0000005981,True,44
685348,251995,2014-08-20,0000008146,True,23
687395,174765,2014-08-27,0000029644,True,78
688216,172871,2014-08-11,0000020232,True,60
689797,251411,2014-09-03,0000006281,True,67
693834,273673,2014-09-10,0000039020,True,55
695677,250788,2014-09-15,0000006284,True,49
696077,172131,2014-09-16,0000016040,True,10
697264,268053,2014-09-18,0000030554,True,13
697282,274715,2014-09-17,0000040704,True,64
709831,267555,2014-10-24,0000030625,True,70
710820,258937,2014-10-23,0000017843,True,76
716917,89450,2014-10-31,0000021076,True,83
724765,248450,2014-11-06,0000003453,True,64
726875,266907,2014-11-06,0000029002,True,71
727701,260583,2014-11-11,0000019584,True,10
736760,251411,2014-12-02,0000006281,True,28
736846,268053,2014-12-02,0000030554,True,9
737423,256839,2014-12-03,0000014693,True,85
740486,273673,2014-12-10,0000039020,True,57
740488,268053,2014-12-10,0000030554,True,53
748427,884393,2015-01-22,0000016875,True,132
748442,1462309,2015-01-22,0000004127,True,90
751661,172131,2015-01-29,0000016040,True,56
752084,254131,2015-01-29,0000009892,True,90
766709,262125,2015-02-19,0000021535,True,39
770186,119033497,2015-02-25,0000036047,True,97
777121,256839,2015-03-04,0000014693,True,94
777805,247170,2015-03-05,0000003197,True,56
782284,274846,2015-03-12,0000018498,True,86
782433,273673,2015-03-11,0000039020,True,143
783248,34668,2015-03-16,0000034067,True,69
787751,230458856,2015-04-01,0000010254,True,53
793921,269924,2015-04-23,0000033213,True,54
799514,3023697,2015-04-30,0000007431,True,69
801413,1462309,2015-04-30,0000004127,True,89
801471,263339,2015-04-30,0000023675,True,129
802263,267555,2015-05-01,0000030625,True,89
804649,261171,2015-05-05,0000020520,True,62
826694,1462309,2015-06-03,0000004127,True,5
836532,273673,2015-07-22,0000039020,True,79
837674,175749,2015-07-23,0000033185,True,81
837975,254131,2015-07-23,0000009892,True,72
838827,1462309,2015-07-23,0000004127,True,69
843924,3023697,2015-07-30,0000007431,True,70
845927,250532,2015-07-30,0000005981,True,74
848680,172131,2015-08-04,0000016040,True,57
851888,255743,2015-08-06,0000012208,True,50
852078,247170,2015-08-06,0000003197,True,62
855417,250710,2015-08-06,0000005768,True,27
870328,43182327,2015-09-16,0000036047,True,19
872726,273981,2015-09-24,0000039368,True,94
872832,168154,2015-09-24,0000001750,True,82
880078,269924,2015-10-22,0000033213,True,61
880385,174336,2015-10-22,0000026780,True,79
880656,254131,2015-10-22,0000009892,True,90
880767,119033497,2015-10-22,0000036047,True,96
882435,28791,2015-10-27,0000039648,True,50
883066,173840,2015-10-27,0000024741,True,50
883274,265253,2015-10-27,0000026172,True,67
886124,266767,2015-10-29,0000028823,True,68
886198,171649,2015-10-29,0000014930,True,111
888134,266937,2015-10-29,0000029332,True,33
890259,261171,2015-11-03,0000020520,True,49
890648,172131,2015-11-03,0000016040,True,34
894934,247170,2015-11-05,0000003197,True,54
896189,266907,2015-11-05,0000029002,True,81
904438,252033,2015-08-05,0000008063,True,75
915185,168154,2015-12-17,0000001750,True,39
917084,252588,2016-01-08,0000008947,True,72
917501,254131,2016-01-12,0000009892,True,3
920043,884393,2016-01-21,0000016875,True,102
921726,249841,2016-01-27,0000004447,True,103
934222,266907,2016-02-16,0000029002,True,88
935108,252978,2016-02-17,0000008818,True,65
936489,174901,2016-02-17,0000029905,True,43
937130,255132,2016-02-18,0000011199,True,41
939452,266937,2016-02-24,0000029332,True,12
951637,267761,2016-03-14,0000030305,True,83
961031,174336,2016-04-21,0000026780,True,69
965284,249841,2016-04-27,0000004447,True,89
966826,269924,2016-04-28,0000033213,True,70
968526,175749,2016-04-28,0000033185,True,115
971444,265253,2016-05-03,0000026172,True,72
972806,252033,2016-05-04,0000008063,True,70
976107,252257,2016-05-06,0000008411,True,55
983816,273861,2016-05-11,0000038984,True,58
999287,262961,2016-06-09,0000023197,True,24
1000624,89450,2016-06-15,0000021076,True,15
1009818,884393,2016-07-20,0000016875,True,139
1010565,1462309,2016-07-21,0000004127,True,97
1013564,119033497,2016-07-26,0000036047,True,96
1016816,266767,2016-07-28,0000028823,True,66
1028840,345588,2016-08-04,0000004457,True,115
1032042,247170,2016-08-09,0000003197,True,43
1034035,273861,2016-08-10,0000038984,True,58
1040803,274846,2016-09-01,0000018498,True,51
1044308,174765,2016-09-08,0000029644,True,96
1049119,273673,2016-09-19,0000039020,True,38
1049958,250788,2016-09-21,0000006284,True,59
1050037,168154,2016-09-22,0000001750,True,41
1053481,252588,2016-10-05,0000008947,True,120
1058226,174336,2016-10-20,0000026780,True,73
1061146,119033497,2016-10-25,0000036047,True,89
1062334,254131,2016-10-25,0000009892,True,69
1062416,353020,2016-10-25,0000016868,True,92
1062698,249841,2016-10-26,0000004447,True,119
1064510,269924,2016-10-27,0000033213,True,49
1067447,267555,2016-10-28,0000030625,True,89
1067723,3023697,2016-10-31,0000007431,True,56
1073621,91797,2016-11-03,0000029669,True,76
1084633,173094,2016-11-09,0000021510,True,30
1087778,175749,2016-11-15,0000033185,True,22
1090492,415118,2016-11-21,0000030831,True,19
1104909,415118,2016-12-21,0000030831,True,60
1109270,252588,2017-01-06,0000008947,True,67
1114398,1462309,2017-01-19,0000004127,True,98
1116657,249841,2017-01-25,0000004447,True,90
1116694,353020,2017-01-24,0000016868,True,78
1119012,253018,2017-01-26,0000008858,True,78
1119016,171649,2017-01-26,0000014930,True,61
1119066,254131,2017-01-26,0000009892,True,63
1129463,174336,2017-02-09,0000026780,True,47
1132387,266767,2017-02-14,0000028823,True,65
1139002,248450,2017-02-21,0000003453,True,49
1147511,374377,2017-02-28,0000003570,True,60
1154609,171947,2017-03-08,0000018396,True,6
1175666,353020,2017-04-24,0000016868,True,80
1179780,119033497,2017-04-26,0000036047,True,74
1183202,248356,2017-04-27,0000002969,True,68
1183219,175749,2017-04-27,0000033185,True,84
1186560,3023697,2017-05-01,0000007431,True,94
1188081,265253,2017-05-02,0000026172,True,59
1194402,374377,2017-05-04,0000003570,True,53
1206136,247170,2017-05-10,0000003197,True,28
1210819,415118,2017-05-15,0000030831,True,38
1224130,175749,2017-06-06,0000033185,True,81
1242773,168154,2017-07-11,0000001750,True,88
1249394,1462309,2017-07-20,0000004127,True,79
1258701,267555,2017-07-28,0000030625,True,85
1258710,254193,2017-07-28,0000009984,True,78
1262674,265253,2017-08-01,0000026172,True,59
1269153,89450,2017-08-03,0000021076,True,70
1273078,266937,2017-08-03,0000029332,True,14
1277656,374377,2017-08-08,0000003570,True,85
1279556,273861,2017-08-09,0000038984,True,63
1295152,256839,2017-09-07,0000014693,True,64
1298560,28606,2017-09-12,0000037785,True,22
1299276,26893,2017-09-05,0000023217,True,8
1326032,268454,2017-10-16,0000031667,True,75
1331961,267555,2017-11-02,0000030625,True,102
1333486,249841,2017-10-25,0000004447,True,123
1333909,262937,2017-11-02,0000023194,True,42
1356751,274846,2017-12-01,0000018498,True,49
1359728,250788,2017-12-06,0000006284,True,31
1363331,415118,2017-12-20,0000030831,True,35
1363607,168154,2017-12-21,0000001750,True,81
1370532,263686,2018-01-17,0000024491,True,10
1384904,265087,2018-02-08,0000025895,True,30
1397939,258458,2018-02-21,0000016732,True,3
1409689,255743,2018-02-27,0000012208,True,45
1423119,274715,2018-03-21,0000040704,True,45
1427037,3023697,2017-11-21,0000007431,True,67
1429136,273981,2018-03-29,0000039368,True,77
1439786,175749,2018-04-26,0000033185,True,91
1441746,255132,2018-04-26,0000011199,True,64
1441876,248095,2018-04-27,0000002809,True,39
1442919,119033497,2018-04-26,0000036047,True,70
1443534,253018,2018-04-26,0000008858,True,75
1444510,304260,2018-04-27,0000007332,True,82
1450577,89450,2018-05-02,0000021076,True,65
1452099,173094,2018-05-01,0000021510,True,81
